website	simple_url	complex_url	simple_level	complex_level	simple_location_html	complex_location_html	simple_location_txt	complex_location_txt	alignment_location	simple_author	complex_author	simple_title	complex_title	license	last_access
bible_working_progress	https://offene-bibel.de/wiki/Apostelgeschichte1,1-14_in_Leichter_Sprache	https://offene-bibel.de/wiki/Apostelgeschichte1	A1	C2	data/bible_working_progress/html/simple_10.html							Apostelgeschichte1,1-14 in Leichter Sprache – Die Offene Bibel		CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Deuteronomium_7_in_Leichter_Sprache	https://offene-bibel.de/wiki/Deuteronomium_7	A1	C2	data/bible_working_progress/html/simple_11.html	data/bible_working_progress/html/complex_11.html	data/bible_working_progress/txt/simple_11.txt	data/bible_working_progress/txt/complex_11.txt				Deuteronomium 7 in Leichter Sprache – Die Offene Bibel	Deuteronomium 7 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Exodus_20_in_Leichter_Sprache	https://offene-bibel.de/wiki/Exodus_20	A1	C2	data/bible_working_progress/html/simple_12.html	data/bible_working_progress/html/complex_12.html	data/bible_working_progress/txt/simple_12.txt	data/bible_working_progress/txt/complex_12.txt				Exodus 20 in Leichter Sprache – Die Offene Bibel	Exodus 20 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Exodus_3_in_Leichter_Sprache	https://offene-bibel.de/wiki/Exodus_3	A1	C2	data/bible_working_progress/html/simple_13.html	data/bible_working_progress/html/complex_13.html	data/bible_working_progress/txt/simple_13.txt	data/bible_working_progress/txt/complex_13.txt				Exodus 3 in Leichter Sprache – Die Offene Bibel	Exodus 3 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Gebot_in_Leichter_Sprache	https://offene-bibel.de/wiki/Gebot	A1	C2	data/bible_working_progress/html/simple_14.html							Gebot in Leichter Sprache – Die Offene Bibel		CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache	https://offene-bibel.de/wiki/Genesis_1	A1	C2	data/bible_working_progress/html/simple_15.html	data/bible_working_progress/html/complex_15.html	data/bible_working_progress/txt/simple_15.txt	data/bible_working_progress/txt/complex_15.txt				Genesis 1 in Leichter Sprache – Die Offene Bibel	Genesis 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Genesis_11_in_Leichter_Sprache	https://offene-bibel.de/wiki/Genesis_11	A1	C2	data/bible_working_progress/html/simple_16.html	data/bible_working_progress/html/complex_16.html	data/bible_working_progress/txt/simple_16.txt	data/bible_working_progress/txt/complex_16.txt				Genesis 11 in Leichter Sprache – Die Offene Bibel	Genesis 11 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Genesis_2_in_Leichter_Sprache	https://offene-bibel.de/wiki/Genesis_2	A1	C2	data/bible_working_progress/html/simple_17.html	data/bible_working_progress/html/complex_17.html	data/bible_working_progress/txt/simple_17.txt	data/bible_working_progress/txt/complex_17.txt				Genesis 2 in Leichter Sprache – Die Offene Bibel	Genesis 2 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Gerichtsplatz_in_Leichter_Sprache	https://offene-bibel.de/wiki/Gerichtsplatz	A1	C2	data/bible_working_progress/html/simple_18.html							Gerichtsplatz in Leichter Sprache – Die Offene Bibel		CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Gleichnis_in_Leichter_Sprache	https://offene-bibel.de/wiki/Gleichnis	A1	C2	data/bible_working_progress/html/simple_19.html	data/bible_working_progress/html/complex_19.html	data/bible_working_progress/txt/simple_19.txt	data/bible_working_progress/txt/complex_19.txt				Gleichnis in Leichter Sprache – Die Offene Bibel	Gleichnis – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Hebr%C3%A4er_13_in_Leichter_Sprache	https://offene-bibel.de/wiki/Hebr%C3%A4er_13	A1	C2	data/bible_working_progress/html/simple_20.html	data/bible_working_progress/html/complex_20.html	data/bible_working_progress/txt/simple_20.txt	data/bible_working_progress/txt/complex_20.txt				Hebräer 13 in Leichter Sprache – Die Offene Bibel	Hebräer 13 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Jakobus_2_in_Leichter_Sprache	https://offene-bibel.de/wiki/Jakobus_2	A1	C2	data/bible_working_progress/html/simple_21.html	data/bible_working_progress/html/complex_21.html	data/bible_working_progress/txt/simple_21.txt	data/bible_working_progress/txt/complex_21.txt				Jakobus 2 in Leichter Sprache – Die Offene Bibel	Jakobus 2 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Jakobus_5_in_Leichter_Sprache	https://offene-bibel.de/wiki/Jakobus_5	A1	C2	data/bible_working_progress/html/simple_22.html	data/bible_working_progress/html/complex_22.html	data/bible_working_progress/txt/simple_22.txt	data/bible_working_progress/txt/complex_22.txt				Jakobus 5 in Leichter Sprache – Die Offene Bibel	Jakobus 5 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Jeremia_1_in_Leichter_Sprache	https://offene-bibel.de/wiki/Jeremia_1	A1	C2	data/bible_working_progress/html/simple_23.html	data/bible_working_progress/html/complex_23.html	data/bible_working_progress/txt/simple_23.txt	data/bible_working_progress/txt/complex_23.txt				Jeremia 1 in Leichter Sprache – Die Offene Bibel	Jeremia 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Jeremia_31_in_Leichter_Sprache	https://offene-bibel.de/wiki/Jeremia_31	A1	C2	data/bible_working_progress/html/simple_24.html	data/bible_working_progress/html/complex_24.html	data/bible_working_progress/txt/simple_24.txt	data/bible_working_progress/txt/complex_24.txt				Jeremia 31 in Leichter Sprache – Die Offene Bibel	Jeremia 31 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Jesaja_40,26-31_in_Leichter_Sprache	https://offene-bibel.de/wiki/Jesaja_40	A1	C2	data/bible_working_progress/html/simple_25.html	data/bible_working_progress/html/complex_25.html	data/bible_working_progress/txt/simple_25.txt	data/bible_working_progress/txt/complex_25.txt				Jesaja 40,26-31 in Leichter Sprache – Die Offene Bibel	Jesaja 40 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Jesaja_53_in_Leichter_Sprache	https://offene-bibel.de/wiki/Jesaja_53	A1	C2	data/bible_working_progress/html/simple_26.html	data/bible_working_progress/html/complex_26.html	data/bible_working_progress/txt/simple_26.txt	data/bible_working_progress/txt/complex_26.txt				Jesaja 53 in Leichter Sprache – Die Offene Bibel	Jesaja 53 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Jesaja_66,10-14_in_Leichter_Sprache	https://offene-bibel.de/wiki/Jesaja_66	A1	C2	data/bible_working_progress/html/simple_27.html	data/bible_working_progress/html/complex_27.html	data/bible_working_progress/txt/simple_27.txt	data/bible_working_progress/txt/complex_27.txt				Jesaja 66,10-14 in Leichter Sprache – Die Offene Bibel	Jesaja 66 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Jesus_Christus_in_Leichter_Sprache	https://offene-bibel.de/wiki/Jesus_Christus	A1	C2	data/bible_working_progress/html/simple_28.html	data/bible_working_progress/html/complex_28.html	data/bible_working_progress/txt/simple_28.txt	data/bible_working_progress/txt/complex_28.txt				Jesus Christus in Leichter Sprache – Die Offene Bibel	Jesus Christus in Leichter Sprache – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Johannes_1_in_Leichter_Sprache	https://offene-bibel.de/wiki/Johannes_1	A1	C2	data/bible_working_progress/html/simple_29.html	data/bible_working_progress/html/complex_29.html	data/bible_working_progress/txt/simple_29.txt	data/bible_working_progress/txt/complex_29.txt				Johannes 1 in Leichter Sprache – Die Offene Bibel	Johannes 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Johannes_10,11-16_in_Leichter_Sprache	https://offene-bibel.de/wiki/Johannes_10	A1	C2	data/bible_working_progress/html/simple_30.html	data/bible_working_progress/html/complex_30.html	data/bible_working_progress/txt/simple_30.txt	data/bible_working_progress/txt/complex_30.txt				Johannes 10,11-16 in Leichter Sprache – Die Offene Bibel	Johannes 10 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Johannes_15,1-8_in_Leichter_Sprache	https://offene-bibel.de/wiki/Johannes_15	A1	C2	data/bible_working_progress/html/simple_31.html	data/bible_working_progress/html/complex_31.html	data/bible_working_progress/txt/simple_31.txt	data/bible_working_progress/txt/complex_31.txt				Johannes 15,1-8 in Leichter Sprache – Die Offene Bibel	Johannes 15 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Johannes_17,20-26_in_Leichter_Sprache	https://offene-bibel.de/wiki/Johannes_17	A1	C2	data/bible_working_progress/html/simple_32.html	data/bible_working_progress/html/complex_32.html	data/bible_working_progress/txt/simple_32.txt	data/bible_working_progress/txt/complex_32.txt				Johannes 17,20-26 in Leichter Sprache – Die Offene Bibel	Johannes 17 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Johannes_20,19-29_in_Leichter_Sprache	https://offene-bibel.de/wiki/Johannes_20	A1	C2	data/bible_working_progress/html/simple_33.html	data/bible_working_progress/html/complex_33.html	data/bible_working_progress/txt/simple_33.txt	data/bible_working_progress/txt/complex_33.txt				Johannes 20,19-29 in Leichter Sprache – Die Offene Bibel	Johannes 20 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Johannes_8_in_Leichter_Sprache	https://offene-bibel.de/wiki/Johannes_8	A1	C2	data/bible_working_progress/html/simple_34.html	data/bible_working_progress/html/complex_34.html	data/bible_working_progress/txt/simple_34.txt	data/bible_working_progress/txt/complex_34.txt				Johannes 8 in Leichter Sprache – Die Offene Bibel	Johannes 8 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Johannes_9_in_Leichter_Sprache	https://offene-bibel.de/wiki/Johannes_9	A1	C2	data/bible_working_progress/html/simple_35.html	data/bible_working_progress/html/complex_35.html	data/bible_working_progress/txt/simple_35.txt	data/bible_working_progress/txt/complex_35.txt				Johannes 9 in Leichter Sprache – Die Offene Bibel	Johannes 9 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Jona_1_in_Leichter_Sprache	https://offene-bibel.de/wiki/Jona_1	A1	C2	data/bible_working_progress/html/simple_36.html	data/bible_working_progress/html/complex_36.html	data/bible_working_progress/txt/simple_36.txt	data/bible_working_progress/txt/complex_36.txt				Jona 1 in Leichter Sprache – Die Offene Bibel	Jona 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Lehrer_in_Leichter_Sprache	https://offene-bibel.de/wiki/Lehrer	A1	C2	data/bible_working_progress/html/simple_37.html	data/bible_working_progress/html/complex_37.html	data/bible_working_progress/txt/simple_37.txt	data/bible_working_progress/txt/complex_37.txt				Lehrer in Leichter Sprache – Die Offene Bibel	Lehrer in Leichter Sprache – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Lepra_in_Leichter_Sprache	https://offene-bibel.de/wiki/Lepra	A1	C2	data/bible_working_progress/html/simple_38.html							Lepra in Leichter Sprache – Die Offene Bibel		CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Lukas_1,39-56_in_Leichter_Sprache	https://offene-bibel.de/wiki/Lukas_1	A1	C2	data/bible_working_progress/html/simple_39.html	data/bible_working_progress/html/complex_39.html	data/bible_working_progress/txt/simple_39.txt	data/bible_working_progress/txt/complex_39.txt				Lukas 1,39-56 in Leichter Sprache – Die Offene Bibel	Lukas 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Lukas_11_in_Leichter_Sprache	https://offene-bibel.de/wiki/Lukas_11	A1	C2	data/bible_working_progress/html/simple_40.html	data/bible_working_progress/html/complex_40.html	data/bible_working_progress/txt/simple_40.txt	data/bible_working_progress/txt/complex_40.txt				Lukas 11 in Leichter Sprache – Die Offene Bibel	Lukas 11 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Lukas_2_in_Leichter_Sprache	https://offene-bibel.de/wiki/Lukas_2	A1	C2	data/bible_working_progress/html/simple_41.html	data/bible_working_progress/html/complex_41.html	data/bible_working_progress/txt/simple_41.txt	data/bible_working_progress/txt/complex_41.txt				Lukas 2 in Leichter Sprache – Die Offene Bibel	Lukas 2 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Lukas_24_in_Leichter_Sprache	https://offene-bibel.de/wiki/Lukas_24	A1	C2	data/bible_working_progress/html/simple_42.html	data/bible_working_progress/html/complex_42.html	data/bible_working_progress/txt/simple_42.txt	data/bible_working_progress/txt/complex_42.txt				Lukas 24 in Leichter Sprache – Die Offene Bibel	Lukas 24 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Lukas_3_in_Leichter_Sprache	https://offene-bibel.de/wiki/Lukas_3	A1	C2	data/bible_working_progress/html/simple_43.html	data/bible_working_progress/html/complex_43.html	data/bible_working_progress/txt/simple_43.txt	data/bible_working_progress/txt/complex_43.txt				Lukas 3 in Leichter Sprache – Die Offene Bibel	Lukas 3 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Lukas_5_in_Leichter_Sprache	https://offene-bibel.de/wiki/Lukas_5	A1	C2	data/bible_working_progress/html/simple_44.html	data/bible_working_progress/html/complex_44.html	data/bible_working_progress/txt/simple_44.txt	data/bible_working_progress/txt/complex_44.txt				Lukas 5 in Leichter Sprache – Die Offene Bibel	Lukas 5 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Lukas_9,57-62_in_Leichter_Sprache	https://offene-bibel.de/wiki/Lukas_9	A1	C2	data/bible_working_progress/html/simple_45.html	data/bible_working_progress/html/complex_45.html	data/bible_working_progress/txt/simple_45.txt	data/bible_working_progress/txt/complex_45.txt				Lukas 9,57-62 in Leichter Sprache – Die Offene Bibel	Lukas 9 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,1-3_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_46.html	data/bible_working_progress/html/complex_46.html	data/bible_working_progress/txt/simple_46.txt	data/bible_working_progress/txt/complex_46.txt				Markus 1,1-3 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,12-13_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_47.html	data/bible_working_progress/html/complex_47.html	data/bible_working_progress/txt/simple_47.txt	data/bible_working_progress/txt/complex_47.txt				Markus 1,12-13 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,14-15_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_48.html	data/bible_working_progress/html/complex_48.html	data/bible_working_progress/txt/simple_48.txt	data/bible_working_progress/txt/complex_48.txt				Markus 1,14-15 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,16-21_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_49.html	data/bible_working_progress/html/complex_49.html	data/bible_working_progress/txt/simple_49.txt	data/bible_working_progress/txt/complex_49.txt				Markus 1,16-21 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,21-22_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_50.html	data/bible_working_progress/html/complex_50.html	data/bible_working_progress/txt/simple_50.txt	data/bible_working_progress/txt/complex_50.txt				Markus 1,21-22 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,21-29_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_51.html	data/bible_working_progress/html/complex_51.html	data/bible_working_progress/txt/simple_51.txt	data/bible_working_progress/txt/complex_51.txt				Markus 1,21-29 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,30-34_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_52.html	data/bible_working_progress/html/complex_52.html	data/bible_working_progress/txt/simple_52.txt	data/bible_working_progress/txt/complex_52.txt				Markus 1,30-34 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,35-39_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_53.html	data/bible_working_progress/html/complex_53.html	data/bible_working_progress/txt/simple_53.txt	data/bible_working_progress/txt/complex_53.txt				Markus 1,35-39 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,4-11_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_54.html	data/bible_working_progress/html/complex_54.html	data/bible_working_progress/txt/simple_54.txt	data/bible_working_progress/txt/complex_54.txt				Markus 1,4-11 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,4-12_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_55.html	data/bible_working_progress/html/complex_55.html	data/bible_working_progress/txt/simple_55.txt	data/bible_working_progress/txt/complex_55.txt				Markus 1,4-12 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_1,40-45_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_1	A1	C2	data/bible_working_progress/html/simple_56.html	data/bible_working_progress/html/complex_56.html	data/bible_working_progress/txt/simple_56.txt	data/bible_working_progress/txt/complex_56.txt				Markus 1,40-45 in Leichter Sprache – Die Offene Bibel	Markus 1 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_10,1-12_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_10	A1	C2	data/bible_working_progress/html/simple_57.html	data/bible_working_progress/html/complex_57.html	data/bible_working_progress/txt/simple_57.txt	data/bible_working_progress/txt/complex_57.txt				Markus 10,1-12 in Leichter Sprache – Die Offene Bibel	Markus 10 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_10,13-16_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_10	A1	C2	data/bible_working_progress/html/simple_58.html	data/bible_working_progress/html/complex_58.html	data/bible_working_progress/txt/simple_58.txt	data/bible_working_progress/txt/complex_58.txt				Markus 10,13-16 in Leichter Sprache – Die Offene Bibel	Markus 10 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_10,17-31_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_10	A1	C2	data/bible_working_progress/html/simple_59.html	data/bible_working_progress/html/complex_59.html	data/bible_working_progress/txt/simple_59.txt	data/bible_working_progress/txt/complex_59.txt				Markus 10,17-31 in Leichter Sprache – Die Offene Bibel	Markus 10 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_10,32-34_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_10	A1	C2	data/bible_working_progress/html/simple_60.html	data/bible_working_progress/html/complex_60.html	data/bible_working_progress/txt/simple_60.txt	data/bible_working_progress/txt/complex_60.txt				Markus 10,32-34 in Leichter Sprache – Die Offene Bibel	Markus 10 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_10,35-45_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_10	A1	C2	data/bible_working_progress/html/simple_61.html	data/bible_working_progress/html/complex_61.html	data/bible_working_progress/txt/simple_61.txt	data/bible_working_progress/txt/complex_61.txt				Markus 10,35-45 in Leichter Sprache – Die Offene Bibel	Markus 10 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_10,35-54_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_10	A1	C2	data/bible_working_progress/html/simple_62.html	data/bible_working_progress/html/complex_62.html	data/bible_working_progress/txt/simple_62.txt	data/bible_working_progress/txt/complex_62.txt				Markus 10,35-54 in Leichter Sprache – Die Offene Bibel	Markus 10 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
bible_working_progress	https://offene-bibel.de/wiki/Markus_10,46-52_in_Leichter_Sprache	https://offene-bibel.de/wiki/Markus_10	A1	C2	data/bible_working_progress/html/simple_63.html	data/bible_working_progress/html/complex_63.html	data/bible_working_progress/txt/simple_63.txt	data/bible_working_progress/txt/complex_63.txt				Markus 10,46-52 in Leichter Sprache – Die Offene Bibel	Markus 10 – Die Offene Bibel	CC BY-SA 3.0	2020-08-12
