website	simple_url	complex_url	simple_level	complex_level	simple_location_html	complex_location_html	simple_location_txt	complex_location_txt	alignment_location	simple_author	complex_author	simple_title	complex_title	license	last_access	simple_location_txt_par	complex_location_txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15617388/die-speicherstadt/	https://www.hamburg.de/sehenswuerdigkeiten/4511364/speicherstadt/	A1	C2	data/stadt_hamburg/html/simple_18.html	data/stadt_hamburg/html/complex_18.html	data/stadt_hamburg/txt/simple_18.txt	data/stadt_hamburg/txt/complex_18.txt				Die Speicher-Stadt in Hamburg-Leichte Sprache - hamburg.de	Speicherstadt Hamburg - Adresse, Bilder, Informationen - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_18.txt_par	data/stadt_hamburg/txt_par/complex_18.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14950148/der-hamburger-michel/		A1	C2	data/stadt_hamburg/only_simple_html/simple_19.html		data/stadt_hamburg/only_simple_txt/simple_19.txt					Leichte Sprache: Der Michel - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_19.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14950148/der-hamburger-michel/		A1	C2	data/stadt_hamburg/only_simple_html/simple_20.html		data/stadt_hamburg/only_simple_txt/simple_20.txt					Leichte Sprache: Der Michel - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_20.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15617070/der-fisch-markt/	https://www.hamburg.de/fischmarkt/	A1	C2	data/stadt_hamburg/html/simple_21.html	data/stadt_hamburg/html/complex_21.html	data/stadt_hamburg/txt/simple_21.txt	data/stadt_hamburg/txt/complex_21.txt				Der Fisch Markt - Leichte Sprache - hamburg.de	Fischmarkt Hamburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_21.txt_par	data/stadt_hamburg/txt_par/complex_21.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15617070/der-fisch-markt/	https://www.hamburg.de/fischmarkt/	A1	C2	data/stadt_hamburg/html/simple_22.html	data/stadt_hamburg/html/complex_22.html	data/stadt_hamburg/txt/simple_22.txt	data/stadt_hamburg/txt/complex_22.txt				Der Fisch Markt - Leichte Sprache - hamburg.de	Fischmarkt Hamburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_22.txt_par	data/stadt_hamburg/txt_par/complex_22.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15884956/niendorfer-gehege/		A1	C2	data/stadt_hamburg/only_simple_html/simple_23.html		data/stadt_hamburg/only_simple_txt/simple_23.txt					Leichte Sprache: Das Niendorfer Gehege - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_23.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15884956/niendorfer-gehege/		A1	C2	data/stadt_hamburg/only_simple_html/simple_24.html		data/stadt_hamburg/only_simple_txt/simple_24.txt					Leichte Sprache: Das Niendorfer Gehege - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_24.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16062486/planetarium/		A1	C2	data/stadt_hamburg/only_simple_html/simple_25.html		data/stadt_hamburg/only_simple_txt/simple_25.txt					Das Planetarium - Vorstellung - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_25.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16062486/planetarium/		A1	C2	data/stadt_hamburg/only_simple_html/simple_26.html		data/stadt_hamburg/only_simple_txt/simple_26.txt					Das Planetarium - Vorstellung - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_26.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16059748/tierpark-hagenbeck/		A1	C2	data/stadt_hamburg/only_simple_html/simple_27.html		data/stadt_hamburg/only_simple_txt/simple_27.txt					Informationen über den Tierpark Hagenbeck - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_27.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16059748/tierpark-hagenbeck/		A1	C2	data/stadt_hamburg/only_simple_html/simple_28.html		data/stadt_hamburg/only_simple_txt/simple_28.txt					Informationen über den Tierpark Hagenbeck - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_28.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16297960/ls-naturschutzgebiete/	https://www.hamburg.de/wohnzimmerhh/15025320/naturschutz-knigge/	A1	C2	data/stadt_hamburg/html/simple_29.html	data/stadt_hamburg/html/complex_29.html	data/stadt_hamburg/txt/simple_29.txt	data/stadt_hamburg/txt/complex_29.txt				Leichte Sprache: Wichtige Regeln für Naturschutzgebiete - hamburg.de	Verhalten in Naturschutzgebieten - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_29.txt_par	data/stadt_hamburg/txt_par/complex_29.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16297960/ls-naturschutzgebiete/	https://www.hamburg.de/wohnzimmerhh/15025320/naturschutz-knigge/	A1	C2	data/stadt_hamburg/html/simple_30.html	data/stadt_hamburg/html/complex_30.html	data/stadt_hamburg/txt/simple_30.txt	data/stadt_hamburg/txt/complex_30.txt				Leichte Sprache: Wichtige Regeln für Naturschutzgebiete - hamburg.de	Verhalten in Naturschutzgebieten - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_30.txt_par	data/stadt_hamburg/txt_par/complex_30.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16388142/ls-regeln-auf-dem-wasser/	https://www.hamburg.de/wohnzimmerhh/15025316/wasser-knigge/	A1	C2	data/stadt_hamburg/html/simple_31.html	data/stadt_hamburg/html/complex_31.html	data/stadt_hamburg/txt/simple_31.txt	data/stadt_hamburg/txt/complex_31.txt				Leichte Sprache: Regeln auf Hamburgs Gewässern - hamburg.de	Sicher unterwegs auf Alster & Co - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_31.txt_par	data/stadt_hamburg/txt_par/complex_31.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16388142/ls-regeln-auf-dem-wasser/	https://www.hamburg.de/wohnzimmerhh/15025316/wasser-knigge/	A1	C2	data/stadt_hamburg/html/simple_32.html	data/stadt_hamburg/html/complex_32.html	data/stadt_hamburg/txt/simple_32.txt	data/stadt_hamburg/txt/complex_32.txt				Leichte Sprache: Regeln auf Hamburgs Gewässern - hamburg.de	Sicher unterwegs auf Alster & Co - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_32.txt_par	data/stadt_hamburg/txt_par/complex_32.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16303818/ls-stadtfuehrer-barrierefrei/	https://www.hamburg.de/mobilitaet/1570038/barrierefreie-wege/	A1	C2	data/stadt_hamburg/html/simple_33.html	data/stadt_hamburg/html/complex_33.html	data/stadt_hamburg/txt/simple_33.txt	data/stadt_hamburg/txt/complex_33.txt				Leichte Sprache: Es gibt Stadt-Führer mit Infos zur Barriere-Freiheit - hamburg.de	Stadtführer barrierefreies Hamburg - Infos (nicht nur) für Rollstuhlfahrer - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_33.txt_par	data/stadt_hamburg/txt_par/complex_33.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16303818/ls-stadtfuehrer-barrierefrei/	https://www.hamburg.de/mobilitaet/1570038/barrierefreie-wege/	A1	C2	data/stadt_hamburg/html/simple_34.html	data/stadt_hamburg/html/complex_34.html	data/stadt_hamburg/txt/simple_34.txt	data/stadt_hamburg/txt/complex_34.txt				Leichte Sprache: Es gibt Stadt-Führer mit Infos zur Barriere-Freiheit - hamburg.de	Stadtführer barrierefreies Hamburg - Infos (nicht nur) für Rollstuhlfahrer - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_34.txt_par	data/stadt_hamburg/txt_par/complex_34.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16388220/regeln-in-parks/	https://www.hamburg.de/wohnzimmerhh/15025308/park-knigge/	A1	C2	data/stadt_hamburg/html/simple_35.html	data/stadt_hamburg/html/complex_35.html	data/stadt_hamburg/txt/simple_35.txt	data/stadt_hamburg/txt/complex_35.txt				Leichte Sprache: Es gibt Regeln für das Verhalten in Hamburgs Parks - hamburg.de	Richtig verhalten in Hamburgs Parks - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_35.txt_par	data/stadt_hamburg/txt_par/complex_35.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14301128/inselpark/		A1	C2	data/stadt_hamburg/only_simple_html/simple_36.html		data/stadt_hamburg/only_simple_txt/simple_36.txt					Leichte Sprache: Der Wilhelmsburger Insel-Park - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_36.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15572042/botanischer-sondergarten/	https://www.hamburg.de/wandsbek/botanischer-sondergarten/	A1	C2	data/stadt_hamburg/html/simple_37.html	data/stadt_hamburg/html/complex_37.html	data/stadt_hamburg/txt/simple_37.txt	data/stadt_hamburg/txt/complex_37.txt				Der botanische Sonder-Garten Wandsbek - Leichte Sprache Artikel - hamburg.de	Botanischer Sondergarten Wandsbek - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_37.txt_par	data/stadt_hamburg/txt_par/complex_37.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14674094/planten-un-blomen/		A1	C2	data/stadt_hamburg/only_simple_html/simple_38.html		data/stadt_hamburg/only_simple_txt/simple_38.txt					Leichte Sprache: Der Park Planten un Blomen - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_38.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15711290/die-borberger-duenen/		A1	C2	data/stadt_hamburg/only_simple_html/simple_39.html		data/stadt_hamburg/only_simple_txt/simple_39.txt					Leichte Sprache: Wandern in den Boberger Dünen - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_39.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15711088/die-velorouten/		A1	C2	data/stadt_hamburg/only_simple_html/simple_40.html		data/stadt_hamburg/only_simple_txt/simple_40.txt					Leichte Sprache: Fahrrad-Fahren in Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_40.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/13413542/ausfluege/	https://www.hamburg.de/ausfluege-hamburg/13934292/ausfluege-in-hamburg/	A1	C2	data/stadt_hamburg/html/simple_41.html	data/stadt_hamburg/html/complex_41.html	data/stadt_hamburg/txt/simple_41.txt	data/stadt_hamburg/txt/complex_41.txt				Leichte Sprache: Ausflüge mit der ganzen Familie - hamburg.de	Ausflüge in Hamburg - unsere Tipps - hamburg.de - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_41.txt_par	data/stadt_hamburg/txt_par/complex_41.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14762786/ls-wasser-licht-konzerte-im-park-planten-un-blomen/		A1	C2	data/stadt_hamburg/only_simple_html/simple_42.html		data/stadt_hamburg/only_simple_txt/simple_42.txt					Leichte Sprache: Die Wasser-Licht-Konzerte im Park Planten un Blomen - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_42.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/kultur/13365378/parks-und-gruen-flaechen-in-harburg/	https://www.hamburg.de/harburg/gruenflaechen/82138/harburg-stadtgruen/	A1	C2	data/stadt_hamburg/html/simple_43.html	data/stadt_hamburg/html/complex_43.html	data/stadt_hamburg/txt/simple_43.txt	data/stadt_hamburg/txt/complex_43.txt				Leichte Sprache: Parks und Grün-Flächen in Harburg - hamburg.de	Bezirk Harburg - Öffentliche Grünflächen mit intensiver Nutzung bedürfen intensiver Pflege und Betreuung. Darum kümmert sich die Abteilung Stadtgrün. - hamburg.de	copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/txt_par/simple_43.txt_par	data/stadt_hamburg/txt_par/complex_43.txt_par
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/13429664/rathausfuehrung/		A1	C2	data/stadt_hamburg/only_simple_html/simple_44.html		data/stadt_hamburg/only_simple_txt/simple_44.txt					Leichte Sprache: Das Rat-Haus von Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_44.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15716258/die-elbphilharmonie/		A1	C2	data/stadt_hamburg/only_simple_html/simple_45.html		data/stadt_hamburg/only_simple_txt/simple_45.txt					Leichte Sprache: Die Elb-Philharmonie in Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_45.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15716258/die-elbphilharmonie/		A1	C2	data/stadt_hamburg/only_simple_html/simple_46.html		data/stadt_hamburg/only_simple_txt/simple_46.txt					Leichte Sprache: Die Elb-Philharmonie in Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_46.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15690878/die-hamburg-card/		A1	C2	data/stadt_hamburg/only_simple_html/simple_47.html		data/stadt_hamburg/only_simple_txt/simple_47.txt					Leichte Sprache: Die Hamburg-Card - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_47.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15690878/die-hamburg-card/		A1	C2	data/stadt_hamburg/only_simple_html/simple_48.html		data/stadt_hamburg/only_simple_txt/simple_48.txt					Leichte Sprache: Die Hamburg-Card - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_48.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15710788/die-hamburger-kunst-halle/		A1	C2	data/stadt_hamburg/only_simple_html/simple_49.html		data/stadt_hamburg/only_simple_txt/simple_49.txt					Leichte Sprache: Die Hamburger Kunst-Halle - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_49.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15710788/die-hamburger-kunst-halle/		A1	C2	data/stadt_hamburg/only_simple_html/simple_50.html		data/stadt_hamburg/only_simple_txt/simple_50.txt					Leichte Sprache: Die Hamburger Kunst-Halle - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_50.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15716070/die-plaza/		A1	C2	data/stadt_hamburg/only_simple_html/simple_51.html		data/stadt_hamburg/only_simple_txt/simple_51.txt					Leichte Sprache: Die Plaza in der Elbphilharmonie - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_51.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15716070/die-plaza/		A1	C2	data/stadt_hamburg/only_simple_html/simple_52.html		data/stadt_hamburg/only_simple_txt/simple_52.txt					Leichte Sprache: Die Plaza in der Elbphilharmonie - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_52.txt_par	
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15757892/das-ist-hamburg/		A1	C2	data/stadt_hamburg/only_simple_html/simple_53.html		data/stadt_hamburg/only_simple_txt/simple_53.txt					Leichte Sprache: Das ist Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23	data/stadt_hamburg/only_simple_txt_par/simple_53.txt_par	
