website	simple_url	complex_url	simple_level	complex_level	simple_location_html	complex_location_html	simple_location_txt	complex_location_txt	alignment_location	simple_author	complex_author	simple_title	complex_title	license	last_access
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/13413400/schiff-fahren-im-hafen-von-hamburg/		A1	C2	data/stadt_hamburg/only_simple_html/simple_10.html							Leichte Sprache: Schiff-Fahren im Hafen von Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/	https://www.hamburg.de/hamburger-reeperbahn/	A1	C2	data/stadt_hamburg/html/simple_11.html	data/stadt_hamburg/html/complex_11.html						Die Reeper-Bahn - Leichte Sprache Artikel - hamburg.de	Hamburger Reeperbahn - Adresse, Bilder, Informationen - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/	https://www.hamburg.de/hamburger-reeperbahn/	A1	C2	data/stadt_hamburg/html/simple_12.html	data/stadt_hamburg/html/complex_12.html						Die Reeper-Bahn - Leichte Sprache Artikel - hamburg.de	Hamburger Reeperbahn - Adresse, Bilder, Informationen - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15623926/musical-shuttle/	https://www.hamburg.de/koenig-der-loewen/1774356/shuttle-service-theater-im-hafen/	A1	C2	data/stadt_hamburg/html/simple_13.html	data/stadt_hamburg/html/complex_13.html						So kommen Sie mit dem Boot zum König der Löwen - Leichte Sprache - hamburg.de	Shuttle-Service Theater im Hafen - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15623926/musical-shuttle/	https://www.hamburg.de/koenig-der-loewen/1774356/shuttle-service-theater-im-hafen/	A1	C2	data/stadt_hamburg/html/simple_14.html	data/stadt_hamburg/html/complex_14.html						So kommen Sie mit dem Boot zum König der Löwen - Leichte Sprache - hamburg.de	Shuttle-Service Theater im Hafen - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15617484/landungsbruecken/	https://www.hamburg.de/landungsbruecken/	A1	C2	data/stadt_hamburg/html/simple_15.html	data/stadt_hamburg/html/complex_15.html						Die Landungs-Brücken in St. Pauli - Leichte Sprache - hamburg.de	Landungsbrücken Hamburg Hafen - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15617484/landungsbruecken/	https://www.hamburg.de/landungsbruecken/	A1	C2	data/stadt_hamburg/html/simple_16.html	data/stadt_hamburg/html/complex_16.html						Die Landungs-Brücken in St. Pauli - Leichte Sprache - hamburg.de	Landungsbrücken Hamburg Hafen - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15617388/die-speicherstadt/	https://www.hamburg.de/sehenswuerdigkeiten/4511364/speicherstadt/	A1	C2	data/stadt_hamburg/html/simple_17.html	data/stadt_hamburg/html/complex_17.html						Die Speicher-Stadt in Hamburg-Leichte Sprache - hamburg.de	Speicherstadt Hamburg - Adresse, Bilder, Informationen - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15617388/die-speicherstadt/	https://www.hamburg.de/sehenswuerdigkeiten/4511364/speicherstadt/	A1	C2	data/stadt_hamburg/html/simple_18.html	data/stadt_hamburg/html/complex_18.html						Die Speicher-Stadt in Hamburg-Leichte Sprache - hamburg.de	Speicherstadt Hamburg - Adresse, Bilder, Informationen - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14950148/der-hamburger-michel/		A1	C2	data/stadt_hamburg/only_simple_html/simple_19.html							Leichte Sprache: Der Michel - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14950148/der-hamburger-michel/		A1	C2	data/stadt_hamburg/only_simple_html/simple_20.html							Leichte Sprache: Der Michel - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15617070/der-fisch-markt/	https://www.hamburg.de/fischmarkt/	A1	C2	data/stadt_hamburg/html/simple_21.html	data/stadt_hamburg/html/complex_21.html						Der Fisch Markt - Leichte Sprache - hamburg.de	Fischmarkt Hamburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15617070/der-fisch-markt/	https://www.hamburg.de/fischmarkt/	A1	C2	data/stadt_hamburg/html/simple_22.html	data/stadt_hamburg/html/complex_22.html						Der Fisch Markt - Leichte Sprache - hamburg.de	Fischmarkt Hamburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15884956/niendorfer-gehege/		A1	C2	data/stadt_hamburg/only_simple_html/simple_23.html							Leichte Sprache: Das Niendorfer Gehege - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15884956/niendorfer-gehege/		A1	C2	data/stadt_hamburg/only_simple_html/simple_24.html							Leichte Sprache: Das Niendorfer Gehege - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16062486/planetarium/		A1	C2	data/stadt_hamburg/only_simple_html/simple_25.html							Das Planetarium - Vorstellung - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16062486/planetarium/		A1	C2	data/stadt_hamburg/only_simple_html/simple_26.html							Das Planetarium - Vorstellung - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16059748/tierpark-hagenbeck/		A1	C2	data/stadt_hamburg/only_simple_html/simple_27.html							Informationen über den Tierpark Hagenbeck - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16059748/tierpark-hagenbeck/		A1	C2	data/stadt_hamburg/only_simple_html/simple_28.html							Informationen über den Tierpark Hagenbeck - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16297960/ls-naturschutzgebiete/	https://www.hamburg.de/wohnzimmerhh/15025320/naturschutz-knigge/	A1	C2	data/stadt_hamburg/html/simple_29.html	data/stadt_hamburg/html/complex_29.html						Leichte Sprache: Wichtige Regeln für Naturschutzgebiete - hamburg.de	Verhalten in Naturschutzgebieten - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16297960/ls-naturschutzgebiete/	https://www.hamburg.de/wohnzimmerhh/15025320/naturschutz-knigge/	A1	C2	data/stadt_hamburg/html/simple_30.html	data/stadt_hamburg/html/complex_30.html						Leichte Sprache: Wichtige Regeln für Naturschutzgebiete - hamburg.de	Verhalten in Naturschutzgebieten - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16388142/ls-regeln-auf-dem-wasser/	https://www.hamburg.de/wohnzimmerhh/15025316/wasser-knigge/	A1	C2	data/stadt_hamburg/html/simple_31.html	data/stadt_hamburg/html/complex_31.html						Leichte Sprache: Regeln auf Hamburgs Gewässern - hamburg.de	Sicher unterwegs auf Alster & Co - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16388142/ls-regeln-auf-dem-wasser/	https://www.hamburg.de/wohnzimmerhh/15025316/wasser-knigge/	A1	C2	data/stadt_hamburg/html/simple_32.html	data/stadt_hamburg/html/complex_32.html						Leichte Sprache: Regeln auf Hamburgs Gewässern - hamburg.de	Sicher unterwegs auf Alster & Co - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16303818/ls-stadtfuehrer-barrierefrei/	https://www.hamburg.de/mobilitaet/1570038/barrierefreie-wege/	A1	C2	data/stadt_hamburg/html/simple_33.html	data/stadt_hamburg/html/complex_33.html						Leichte Sprache: Es gibt Stadt-Führer mit Infos zur Barriere-Freiheit - hamburg.de	Stadtführer barrierefreies Hamburg - Infos (nicht nur) für Rollstuhlfahrer - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16303818/ls-stadtfuehrer-barrierefrei/	https://www.hamburg.de/mobilitaet/1570038/barrierefreie-wege/	A1	C2	data/stadt_hamburg/html/simple_34.html	data/stadt_hamburg/html/complex_34.html						Leichte Sprache: Es gibt Stadt-Führer mit Infos zur Barriere-Freiheit - hamburg.de	Stadtführer barrierefreies Hamburg - Infos (nicht nur) für Rollstuhlfahrer - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16388220/regeln-in-parks/	https://www.hamburg.de/wohnzimmerhh/15025308/park-knigge/	A1	C2	data/stadt_hamburg/html/simple_35.html	data/stadt_hamburg/html/complex_35.html						Leichte Sprache: Es gibt Regeln für das Verhalten in Hamburgs Parks - hamburg.de	Richtig verhalten in Hamburgs Parks - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14301128/inselpark/		A1	C2	data/stadt_hamburg/only_simple_html/simple_36.html							Leichte Sprache: Der Wilhelmsburger Insel-Park - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15572042/botanischer-sondergarten/	https://www.hamburg.de/wandsbek/botanischer-sondergarten/	A1	C2	data/stadt_hamburg/html/simple_37.html	data/stadt_hamburg/html/complex_37.html						Der botanische Sonder-Garten Wandsbek - Leichte Sprache Artikel - hamburg.de	Botanischer Sondergarten Wandsbek - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14674094/planten-un-blomen/		A1	C2	data/stadt_hamburg/only_simple_html/simple_38.html							Leichte Sprache: Der Park Planten un Blomen - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15711290/die-borberger-duenen/		A1	C2	data/stadt_hamburg/only_simple_html/simple_39.html							Leichte Sprache: Wandern in den Boberger Dünen - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15711088/die-velorouten/		A1	C2	data/stadt_hamburg/only_simple_html/simple_40.html							Leichte Sprache: Fahrrad-Fahren in Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/13413542/ausfluege/	https://www.hamburg.de/ausfluege-hamburg/13934292/ausfluege-in-hamburg/	A1	C2	data/stadt_hamburg/html/simple_41.html	data/stadt_hamburg/html/complex_41.html						Leichte Sprache: Ausflüge mit der ganzen Familie - hamburg.de	Ausflüge in Hamburg - unsere Tipps - hamburg.de - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/14762786/ls-wasser-licht-konzerte-im-park-planten-un-blomen/		A1	C2	data/stadt_hamburg/only_simple_html/simple_42.html							Leichte Sprache: Die Wasser-Licht-Konzerte im Park Planten un Blomen - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/kultur/13365378/parks-und-gruen-flaechen-in-harburg/	https://www.hamburg.de/harburg/gruenflaechen/82138/harburg-stadtgruen/	A1	C2	data/stadt_hamburg/html/simple_43.html	data/stadt_hamburg/html/complex_43.html						Leichte Sprache: Parks und Grün-Flächen in Harburg - hamburg.de	Bezirk Harburg - Öffentliche Grünflächen mit intensiver Nutzung bedürfen intensiver Pflege und Betreuung. Darum kümmert sich die Abteilung Stadtgrün. - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/13429664/rathausfuehrung/		A1	C2	data/stadt_hamburg/only_simple_html/simple_44.html							Leichte Sprache: Das Rat-Haus von Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15716258/die-elbphilharmonie/		A1	C2	data/stadt_hamburg/only_simple_html/simple_45.html							Leichte Sprache: Die Elb-Philharmonie in Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15716258/die-elbphilharmonie/		A1	C2	data/stadt_hamburg/only_simple_html/simple_46.html							Leichte Sprache: Die Elb-Philharmonie in Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15690878/die-hamburg-card/		A1	C2	data/stadt_hamburg/only_simple_html/simple_47.html							Leichte Sprache: Die Hamburg-Card - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15690878/die-hamburg-card/		A1	C2	data/stadt_hamburg/only_simple_html/simple_48.html							Leichte Sprache: Die Hamburg-Card - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15710788/die-hamburger-kunst-halle/		A1	C2	data/stadt_hamburg/only_simple_html/simple_49.html							Leichte Sprache: Die Hamburger Kunst-Halle - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15710788/die-hamburger-kunst-halle/		A1	C2	data/stadt_hamburg/only_simple_html/simple_50.html							Leichte Sprache: Die Hamburger Kunst-Halle - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15716070/die-plaza/		A1	C2	data/stadt_hamburg/only_simple_html/simple_51.html							Leichte Sprache: Die Plaza in der Elbphilharmonie - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15716070/die-plaza/		A1	C2	data/stadt_hamburg/only_simple_html/simple_52.html							Leichte Sprache: Die Plaza in der Elbphilharmonie - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15757892/das-ist-hamburg/		A1	C2	data/stadt_hamburg/only_simple_html/simple_53.html							Leichte Sprache: Das ist Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15757892/das-ist-hamburg/		A1	C2	data/stadt_hamburg/only_simple_html/simple_54.html							Leichte Sprache: Das ist Hamburg - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13425880/foerderung-austausch-kultur/	https://www.hamburg.de/bkm/international/2490772/foerderung-int-kulturaustausch/	A1	C2	data/stadt_hamburg/html/simple_55.html	data/stadt_hamburg/html/complex_55.html						Kultur-Austausch mit Hamburg und anderen Ländern - hamburg.de	Internationaler Kulturaustausch - Projektförderung - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13425878/foerderung-von-kultur-mit-einfluss-aus-anderen-laendern/		A1	C2	data/stadt_hamburg/only_simple_html/simple_56.html							Förderung von Kultur mit Einfluss aus anderen Ländern - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13425878/foerderung-von-kultur-mit-einfluss-aus-anderen-laendern/		A1	C2	data/stadt_hamburg/only_simple_html/simple_57.html							Förderung von Kultur mit Einfluss aus anderen Ländern - hamburg.de		copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13425876/die-musik-stadt-hamburg/	https://www.hamburg.de/bkm/musikstadtfonds/	A1	C2	data/stadt_hamburg/html/simple_58.html	data/stadt_hamburg/html/complex_58.html						Leichte Sprache: Die Musik-Stadt Hamburg - hamburg.de	Der Musikstadtfonds fördert musikalische Projekte in Hamburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13425876/die-musik-stadt-hamburg/	https://www.hamburg.de/bkm/musikstadtfonds/	A1	C2	data/stadt_hamburg/html/simple_59.html	data/stadt_hamburg/html/complex_59.html						Leichte Sprache: Die Musik-Stadt Hamburg - hamburg.de	Der Musikstadtfonds fördert musikalische Projekte in Hamburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13425874/der-elb-kultur-fonds/	https://www.hamburg.de/bkm/elbkulturfonds/	A1	C2	data/stadt_hamburg/html/simple_60.html	data/stadt_hamburg/html/complex_60.html						Künstler können vom Elb-Kultur-Fonds gefördert werden - hamburg.de	Kulturförderung der Freien Szene in Hamburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13425874/der-elb-kultur-fonds/	https://www.hamburg.de/bkm/elbkulturfonds/	A1	C2	data/stadt_hamburg/html/simple_61.html	data/stadt_hamburg/html/complex_61.html						Künstler können vom Elb-Kultur-Fonds gefördert werden - hamburg.de	Kulturförderung der Freien Szene in Hamburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13425750/die-foerderung-von-der-kultur/	https://www.hamburg.de/kulturfoerderung/29204/kulturfoerderung/	A1	C2	data/stadt_hamburg/html/simple_62.html	data/stadt_hamburg/html/complex_62.html						Hamburg gibt Geld für kulturelle Sachen - hamburg.de	Informationen zur Kulturförderung - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13425750/die-foerderung-von-der-kultur/	https://www.hamburg.de/kulturfoerderung/29204/kulturfoerderung/	A1	C2	data/stadt_hamburg/html/simple_63.html	data/stadt_hamburg/html/complex_63.html						Hamburg gibt Geld für kulturelle Sachen - hamburg.de	Informationen zur Kulturförderung - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/kultur/14222550/kulturfoerderung/	https://www.hamburg.de/bergedorf/6717560/projektmittel/	A1	C2	data/stadt_hamburg/html/simple_64.html	data/stadt_hamburg/html/complex_64.html						Bergedorf unterstützt die Kultur im Bezirk: leichte Sprache - hamburg.de	Förderung kultureller Projekte im Bezirk Bergedorf - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/kultur/14222550/kulturfoerderung/	https://www.hamburg.de/bergedorf/6717560/projektmittel/	A1	C2	data/stadt_hamburg/html/simple_65.html	data/stadt_hamburg/html/complex_65.html						Bergedorf unterstützt die Kultur im Bezirk: leichte Sprache - hamburg.de	Förderung kultureller Projekte im Bezirk Bergedorf - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/kultur/13449042/kultur-in-harburg/	https://www.hamburg.de/harburg/kultur-kulturangelegenheiten/	A1	C2	data/stadt_hamburg/html/simple_66.html	data/stadt_hamburg/html/complex_66.html						Leichte Sprache: Kultur in Harburg - hamburg.de	Kulturangelegenheiten – Bezirk Harburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/kultur/13449042/kultur-in-harburg/	https://www.hamburg.de/harburg/kultur-kulturangelegenheiten/	A1	C2	data/stadt_hamburg/html/simple_67.html	data/stadt_hamburg/html/complex_67.html						Leichte Sprache: Kultur in Harburg - hamburg.de	Kulturangelegenheiten – Bezirk Harburg - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/coronavirus/inklusion/15802750/ls-was-gilt/	https://www.hamburg.de/coronavirus/14545624/das-ist-erlaubt/	A1	C2	data/stadt_hamburg/html/simple_68.html	data/stadt_hamburg/html/complex_68.html						Wichtige Corona-Regeln ab dem 30. April 2022 - hamburg.de	Corona in Hamburg: Das ist erlaubt. - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13628202/ls-virusinfektion/	https://www.hamburg.de/coronavirus/13429836/archiv-informationen/	A1	C2	data/stadt_hamburg/html/simple_69.html	data/stadt_hamburg/html/complex_69.html						Infos zum Corona-Virus in Leichter Sprache - hamburg.de	Inhalte verschoben - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13628202/ls-virusinfektion/	https://www.hamburg.de/coronavirus/13429836/archiv-informationen/	A1	C2	data/stadt_hamburg/html/simple_70.html	data/stadt_hamburg/html/complex_70.html						Infos zum Corona-Virus in Leichter Sprache - hamburg.de	Inhalte verschoben - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13947254/hilfe-fuer-schwangere-frauen/	https://www.hamburg.de/schwangerschaftskonfliktberatung/4020568/schwangerschaftskonflikte/	A1	C2	data/stadt_hamburg/html/simple_71.html	data/stadt_hamburg/html/complex_71.html						Hilfe für schwangere Frauen: Leichte Sprache - hamburg.de	Schwangerschaftskonfliktberatung - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13947254/hilfe-fuer-schwangere-frauen/	https://www.hamburg.de/schwangerschaftskonfliktberatung/4020568/schwangerschaftskonflikte/	A1	C2	data/stadt_hamburg/html/simple_72.html	data/stadt_hamburg/html/complex_72.html						Hilfe für schwangere Frauen: Leichte Sprache - hamburg.de	Schwangerschaftskonfliktberatung - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
stadt_hamburg	https://www.hamburg.de/barrierefrei/leichte-sprache/service/13459970/der-arzt-ruf-in-hamburg/	https://www.hamburg.de/gesundheit/10958872/arztruf-hamburg/	A1	C2	data/stadt_hamburg/html/simple_73.html	data/stadt_hamburg/html/complex_73.html						Der Arzt-Ruf in Hamburg - hamburg.de	Krank – und die Praxis ist zu? Der Arztruf Hamburg unter Telefon 116 117 hilft. - hamburg.de	copyright reserved. dpa prohibited	2022-08-23
